	City	Price	State	Title	Url	Condition	Cylinders	Description	Drive	Fuel	Make_Model	Num_Image	Odometer	Paint_Color	Size	Time	Title_Status	Transmission	VIN	Year
2072	Slayden	20995	MS	2014 Chevrolet Silverado 2500HD Work Truck Crew Cab 2WD	https://northmiss.craigslist.org/ctd/d/2014-chevrolet-silverado/6449383676.html	 good	 8 cylinders	2014 Chevrolet Silverado 2500HD Work Truck Crew Cab 2WD - $20,995Year: 2014Make:ChevroletModel:Silverado 2500HDTrim:Work Truck Crew Cab 2WDMileage:251,987Stock #:1GC1CVC82EF145474VIN:1GC1CVC82EF145474Trans:AutomaticColor:WhiteVehicle Type:TruckState:MiDrive Train:2WDEngine:6.6L V8 OHV 32V TURBO DIESELNotesSuper sharp 2014 Chevy 2500 HD Crew Cab w/ 6.6L Duramax!! Options include automatic transmission, vinyl floors, vinyl seats, power windows, power door locks, folding center console, trailer brake, cruise control, bedliner, and towing package! Just serviced! Great shape inside and out!!Ã‚Â 662-252-3800.Ã‚Â Call or textÃ‚Â Bill @ 901-870-6929 orÃ‚Â Trey @ 901-240-7874Vehicle OptionsAir ConditioningAutomatic HeadlightsBedlinerChild Safety Door LocksCruise ControlDaytime Running LightsDriver AirbagElectronic Brake AssistanceFront Split Bench SeatFull Size Spare TireInterval WipersKeyless EntryOwners ManualPassenger AirbagPickup Truck Cargo Box LightPower LocksPower SteeringPower WindowsSatellite RadioSecond Row Folding SeatSteel WheelsSteering Wheel Mounted ControlsTachometerTilt WheelTinted WindowsTire Pressure MonitorTow PackageTraction ControlVehicle Stability Control SystemOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: 14HR9YD5OCID: 10246961	 rwd	 diesel	Chevrolet Silverado 2500HD	8.0	251987.0	 white	 full-size	2018-01-05  5:34pm	 clean	 automatic	 1GC1CVC82EF145474	2014.0
2073	Slayden	28995	MS	2006 Dodge Ram 2500 SLT Mega Cab 4WD	https://northmiss.craigslist.org/ctd/d/2006-dodge-ram-2500-slt-mega/6449383654.html	 good	 6 cylinders	2006 Dodge Ram 2500 SLT Mega Cab 4WD - $28,995Year: 2006Make:DodgeModel:Ram 2500Trim:SLT Mega Cab 4WDMileage:138,158Stock #:3D7KS29C66G161958VIN:3D7KS29C66G161958Trans:AutomaticColor:BlueVehicle Type:TruckState:MiDrive Train:4WDEngine:5.9L L6 OHV 24V TURBO DIESELNotesNew arrival! 2006 Dodge Ram 2500 SLT Mega Cab 4x4 w/ 5.9L Cummins diesel!! Options include automatic, power seats, cloth interior, front bucket seats, woodgrain trim, leveling kit, painted to match Road Armour bumper, winch, alloy wheels, 33'' tires, spray-in bedliner, B&W hitch, and towing package!!Ã‚Â 662-252-3800.Ã‚Â Call or textÃ‚Â Bill @ 901-870-6929 orÃ‚Â Trey @ 901-240-7874Vehicle Options4x4Air ConditioningAlarm SystemAlloy WheelsBedlinerBucket SeatsCargo Area TiedownsCDCD ChangerChild Safety Door LocksChrome WheelsCruise ControlDieselDriver AirbagDriver Multi-Adjustable Power SeatElectrochromic Interior Rearview MirrorFog LightsFront Air DamFront Split Bench SeatFull Size Spare TireHeated Exterior MirrorInterval WipersKeyless EntryLeather Steering WheelOwners ManualPassenger AirbagPassenger Multi-Adjustable Power SeatPickup Truck Cargo Box LightPower LocksPower MirrorsPower SeatsPower SteeringPower WindowsRunning BoardsSecond Row Folding SeatSeparate Driver/Front Passenger Climate ControlsSliding Rear Pickup Truck WindowSteering Wheel Mounted ControlsTachometerTilt WheelTinted WindowsTow PackageTowing Preparation PackageTrip ComputerWoodgrainOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: 14HR9YD5OCID: 10354006	 4wd	 diesel	Dodge Ram 2500	6.0	138158.0	 blue	 full-size	2018-01-05  5:34pm	 clean	 automatic	 3D7KS29C66G161958	2006.0
2074	Slayden	19995	MS	2010 Ford F-250 SD King Ranch Crew Cab 4WD	https://northmiss.craigslist.org/ctd/d/2010-ford-250-sd-king-ranch/6449383630.html	 good	 8 cylinders	2010 Ford F-250 SD King Ranch Crew Cab 4WD - $19,995Year: 2010Make:FordModel:F-250 SDTrim:King Ranch Crew Cab 4WDMileage:163,946Stock #:1FTSW2B51AEB37268VIN:1FTSW2B51AEB37268Trans:AutomaticColor:WhiteVehicle Type:TruckState:MiDrive Train:4WDEngine:5.4L V8 SOHC 16VNotesNew arrival! Pictures coming soon! 2010 Ford F250 King Ranch Crew Cab 4x4!! Options include saddle leather seats, heated seats, power everything, back-up camera, adjustable pedals, alloy wheels, running boards, 5.4L V8, and towing package!Ã‚Â Ã‚Â 662-252-3800.Call or textÃ‚Â Bill @ 901-870-6929 orÃ‚Â Trey @ 901-240-7874Vehicle Options4x4Adjustable PedalsAir ConditioningAlarm SystemAlloy WheelsBackup CameraBucket SeatsCargo Area TiedownsCruise ControlDriver AirbagFog LightsFront Air DamFront Split Bench SeatFull Size Spare TireHeated Exterior MirrorHeated SeatsInterval WipersKeyless EntryLeather SeatsLocking Pickup Truck TailgateMemory SeatsOwners ManualPassenger AirbagPickup Truck Cargo Box LightPower LocksPower MirrorsPower SeatsPower SteeringPower WindowsRunning BoardsSecond Row Folding SeatSteering Wheel Mounted ControlsTachometerTilt WheelTinted WindowsTire Pressure MonitorTow PackageTowing Preparation PackageTrip ComputerWoodgrainOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: 14HR9YD5OCID: 10364400	 4wd	 gas	Ford F-250 SD	1.0	163946.0	 white	 full-size	2018-01-05  5:34pm	 clean	 automatic	 1FTSW2B51AEB37268	2010.0
2075	Slayden	14995	MS	2010 Chevrolet Silverado 1500 LT1 4WD	https://northmiss.craigslist.org/ctd/d/2010-chevrolet-silverado-1500/6449383637.html	 good	 8 cylinders	2010 Chevrolet Silverado 1500 LT1 4WD - $14,995Year: 2010Make:ChevroletModel:Silverado 1500Trim:LT1 4WDMileage:173,822Stock #:1GCPKSE09AZ141448VIN:1GCPKSE09AZ141448Trans:AutomaticColor:BlackVehicle Type:TruckState:MiDrive Train:4WDEngine:5.3L V8 OHV 16V FFVNotesNew arrival! Pictures coming soon! Hard to find 2010 Chevy Silverado Reg Cab LT 4x4!! Options include cloth interior, power seats, power windows, power door locks, power mirrors, folding center console, cd player, 5.3L Vortec, automatic, 18'' alloy wheels, Z71 Offroad package, dual exhaust, nerf bars, and towing package!! Great shape inside and out!Ã‚Â 662-252-3800. Call or text Bill @ 901-870-6929 or Trey @ 901-240-7874Vehicle Options4x4Air ConditioningAlloy WheelsAutomatic HeadlightsCDChrome WheelsCruise ControlDaytime Running LightsDriver AirbagExtra KeysFront Air DamFront Side AirbagFront Split Bench SeatFull Size Spare TireHeated Exterior MirrorInterval WipersKeyless EntryLeather Steering WheelOwners ManualPassenger AirbagPickup Truck Cargo Box LightPower LocksPower MirrorsPower SeatsPower SteeringPower WindowsSatellite RadioSide Head Curtain AirbagSteel WheelsSteering Wheel Mounted ControlsTachometerTelematics SystemTilt WheelTinted WindowsTire Pressure MonitorTow PackageTraction ControlTrip ComputerVehicle Stability Control SystemVoice Activated TelephoneOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: 14HR9YD5OCID: 10439840	 4wd	 gas	Chevrolet Silverado 1500	1.0	173822.0	 black	 full-size	2018-01-05  5:34pm	 clean	 automatic	 1GCPKSE09AZ141448	2010.0
2076	Slayden	25995	MS	2008 Chevrolet Silverado 2500HD LTZ Crew Cab Std. Box 4WD	https://northmiss.craigslist.org/ctd/d/2008-chevrolet-silverado/6449383646.html	 good	 8 cylinders	2008 Chevrolet Silverado 2500HD LTZ Crew Cab Std. Box 4WD - $25,995Year: 2008Make:ChevroletModel:Silverado 2500HDTrim:LTZ Crew Cab Std. Box 4WDMileage:169,190Stock #:1GCHK23618F125123VIN:1GCHK23618F125123Trans:AutomaticColor:RedVehicle Type:TruckState:MiDrive Train:4WDEngine:6.6L V8 OHV 32V TURBO DIESELNotesNew arrival! Pictures coming soon! 2008 Chevy Silverado 2500 Crew Cab 4x4 w/ 6.6L Duramax Diesel!! Options include tan leather interior, heated seats, front buckets, power windows, power seats, power mirrors, automatic, alloy wheels, 33'' Toyo Mud Terrain tires, bedliner, and towing package!! 2 previous owners and Clean Autocheck!Ã‚Â 662-252-3800.Call or textÃ‚Â Bill @ 901-870-6929 orÃ‚Â Trey @ 901-240-7874Vehicle Options4x4Air ConditioningAlarm SystemAlloy WheelsAutomatic HeadlightsBedlinerBucket SeatsCargo Area TiedownsCDChrome WheelsCruise ControlDaytime Running LightsDieselDriver AirbagElectrochromic Interior Rearview MirrorFog LightsFront Air DamFront Split Bench SeatFull Size Spare TireHeated Exterior MirrorHeated SeatsInterval WipersKeyless EntryLeather SeatsLeather Steering WheelOwners ManualPassenger AirbagPickup Truck Cargo Box LightPower LocksPower MirrorsPower SeatsPower SteeringPower WindowsSatellite RadioSecond Row Folding SeatSteel WheelsSteering Wheel Mounted ControlsTachometerTelematics SystemTilt WheelTinted WindowsTire Pressure MonitorTow PackageTrip ComputerVoice Activated TelephoneWoodgrainOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: 14HR9YD5OCID: 10429167	 4wd	 diesel	Chevrolet Silverado 2500HD	1.0	169190.0	 red	 full-size	2018-01-05  5:34pm	 clean	 automatic	 1GCHK23618F125123	2008.0
2077	Slayden	18995	MS	2008 Cadillac Escalade AWD	https://northmiss.craigslist.org/ctd/d/2008-cadillac-escalade-awd/6449384190.html	 good	 8 cylinders	2008 Cadillac Escalade AWD - $18,995Year: 2008Make:CadillacModel:EscaladeTrim:AWDMileage:126,261Stock #:1GYFK63898R183800VIN:1GYFK63898R183800Trans:AutomaticColor:BlackVehicle Type:SUVState:MiDrive Train:AWDEngine:6.2L V8 OHV 16VNotesSuper sharp 2008 Cadillac Escalade AWD! Options include power seats, power mirrors, woodgrain trim, sunroof, heated black leather seats, navigation, rear DVD, quad buckets, removable third row, 22'' wheels, and towing package!Ã‚Â 126k miles.Ã‚Â Call or textÃ‚Â Bill @ 901-870-6929 orÃ‚Â Trey @ 901-240-7874Vehicle Options4x4Air ConditioningAlarm SystemAlloy WheelsAutomatic HeadlightsAutomatic Load-LevelingAux Audio JackBackup CameraBluetoothBucket SeatsCargo Area TiedownsCDCD ChangerChild Safety Door LocksCruise ControlDaytime Running LightsDriver AirbagDriver Multi-Adjustable Power SeatElectrochromic Exterior Rearview MirrorElectrochromic Interior Rearview MirrorElectronic Parking AidFog LightsFront Air DamFront Power Lumbar SupportFront Power Memory SeatFull Size Spare TireHeated Exterior MirrorHeated SeatsHigh Intensity Discharge HeadlightsInterval WipersKeyless EntryLeather SeatsLeather Steering WheelLoad Bearing Exterior RackLocking DifferentialLuggage RackMemory SeatsNavigationOn-StarPassenger AirbagPassenger Multi-Adjustable Power SeatPower LocksPower MirrorsPower SeatsPower SteeringPower Trunk LidPower WindowsRain Sensing WipersRear AirRear WiperRemote IgnitionRunning BoardsSatellite RadioSecond Row Folding SeatSecond Row Heated SeatSecond Row Sound ControlsSeparate Driver/Front Passenger Climate ControlsSide Head Curtain AirbagSteering Wheel Mounted ControlsSun RoofTachometerTelematics SystemThird Row Removable SeatTilt WheelTinted WindowsTire Pressure MonitorTow PackageTraction ControlTrip ComputerTV/DVDVehicle Stability Control SystemVoice Activated TelephoneWoodgrainOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: 14HR9YD5OCID: 9426610	 4wd	 gas	Cadillac Escalade	19.0	126261.0	 black	 full-size	2018-01-05  5:34pm	 clean	 automatic	 1GYFK63898R183800	2008.0
2078	Slayden	37995	MS	2015 GMC Yukon SLT 4WD	https://northmiss.craigslist.org/ctd/d/2015-gmc-yukon-slt-4wd/6449383585.html	 good	 8 cylinders	2015 GMC Yukon SLT 4WD - $37,995Year: 2015Make:GMCModel:YukonTrim:SLT 4WDMileage:103,875Stock #:1GKS2BKC0FR618076VIN:1GKS2BKC0FR618076Trans:AutomaticColor:BlackVehicle Type:SUVState:MiDrive Train:4WDEngine:5.3L V8 OHV 16V FFVNotesSuper sharp 2015 GMC Yukon SLT 4x4!! Options include heated/cooled leather seats, navigation, back-up camera, sunroof, rear DVD, quad bucket seats, third row folding seats, bluetooth, automatic climate control, rear A/C, factory 20's and towing package! Hard loaded with all the options!Ã‚Â Call the office at 662-252-3800.Ã‚Â Ã‚Â Call or textÃ‚Â Bill @ 901-870-6929 orÃ‚Â Trey @ 901-240-7874Vehicle Options4x4Air Conditioned SeatsAir ConditioningAlarm SystemAlloy WheelsAutomatic Climate ControlAutomatic HeadlightsBackup CameraBluetoothBucket SeatsCargo Area TiedownsCDChild Safety Door LocksCruise ControlDaytime Running LightsDriver AirbagDriver Multi-Adjustable Power SeatElectrochromic Exterior Rearview MirrorElectrochromic Interior Rearview MirrorElectronic Parking AidFog LightsFront Power Lumbar SupportFront Power Memory SeatFront Side AirbagFull Size Spare TireHeated SeatsHeated Steering WheelInterval WipersKeyless EntryLeather SeatsLimited Slip DifferentialLocking DifferentialLuggage RackMemory SeatsNavigationOn-StarOwners ManualPassenger AirbagPassenger Multi-Adjustable Power SeatPower LocksPower MirrorsPower SeatsPower SteeringPower TailgatePower WindowsRain Sensing WipersRear SpoilerRear WiperRemote IgnitionRunning BoardsSatellite RadioSecond Row Folding SeatSeparate Driver/Front Passenger Climate ControlsSide Head Curtain AirbagSteering Wheel Mounted ControlsSun RoofTachometerTelematics SystemTelescopic Steering ColumnThird Row Removable SeatThird Row SeatTilt WheelTinted WindowsTire Pressure MonitorTow PackageTowing Preparation PackageTraction ControlTrip ComputerTV/DVDTV/VCRVehicle Stability Control SystemWoodgrainOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: 14HR9YD5OCID: 10050058	 4wd	 gas	GMC Yukon	19.0	103875.0	 black	 full-size	2018-01-05  5:34pm	 clean	 automatic	 1GKS2BKC0FR618076	2015.0
2079	Slayden	13995	MS	2008 Lincoln Navigator 2WD	https://northmiss.craigslist.org/ctd/d/2008-lincoln-navigator-2wd/6449383598.html	 good	 8 cylinders	2008 Lincoln Navigator 2WD - $13,995Year: 2008Make:LincolnModel:NavigatorTrim:2WDMileage:129,200Stock #:AAB1VIN:5LMFU27538LJ13293Trans:AutomaticColor:BlackVehicle Type:SUVState:MiDrive Train:2WDEngine:5.4L V8 SOHC 24VNotesSuper sharp 2008 Lincoln Navigator! Options includeheated/cooled leather seats, sunroof, rear DVD, quad bucket seats, dualconsoles, adjustable pedals, power seats, memory seats, folding third row,woodgrain trim, auto, 5.4L V8, and towing package! Hard loaded Navigator invery nice shape! 662-252-3800. Call or text Bill @ 901-870-6929 or Trey @901-240-7874Vehicle OptionsAdjustable PedalsAir Conditioned SeatsAir ConditioningAlarm SystemAlloy WheelsAutomatic HeadlightsBluetoothBucket SeatsCDCD ChangerChild Safety Door LocksCruise ControlDriver AirbagDriver Multi-Adjustable Power SeatElectrochromic Interior Rearview MirrorElectronic Brake AssistanceElectronic Parking AidFog LightsFront Air DamFront Power Lumbar SupportFront Power Memory SeatFront Side AirbagFull Size Spare TireHandsfree WirelessHeated Exterior MirrorHigh Intensity Discharge HeadlightsInterval WipersKeyless EntryLeather Steering WheelLoad Bearing Exterior RackLuggage RackMemory SeatsOwners ManualPassenger AirbagPassenger Multi-Adjustable Power SeatPower LocksPower MirrorsPower SeatsPower SteeringPower TailgatePower Trunk LidPower WindowsRear WiperRunning BoardsSatellite RadioSecond Row Folding SeatSecond Row Sound ControlsSeparate Driver/Front Passenger Climate ControlsSide Head Curtain AirbagSkid PlateSteering Wheel Mounted ControlsSubwooferSun RoofTachometerThird Row Removable SeatThird Row SeatTinted WindowsTire Pressure MonitorTow PackageTowing Preparation PackageTraction ControlTrip ComputerTV/DVDVehicle Stability Control SystemWoodgrainOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: 14HR9YD5OCID: 9991701	 rwd	 gas	Lincoln Navigator	19.0	129200.0	 black	 full-size	2018-01-05  5:34pm	 clean	 automatic	 5LMFU27538LJ13293	2008.0
2080	Slayden	25995	MS	2006 Dodge Ram 2500 SLT Quad Cab 4WD	https://northmiss.craigslist.org/ctd/d/2006-dodge-ram-2500-slt-quad/6449383612.html	 good	 6 cylinders	2006 Dodge Ram 2500 SLT Quad Cab 4WD - $25,995Year: 2006Make:DodgeModel:Ram 2500Trim:SLT Quad Cab 4WDMileage:161,787Stock #:1D7KS28C46J235197VIN:1D7KS28C46J235197Trans:AutomaticColor:SilverVehicle Type:TruckState:MiDrive Train:4WDEngine:5.9L L6 OHV 24V TURBO DIESELNotesNew arrival! Pictures coming soon! 2006 Dodge Ram 2500 SLT w/ 5.9L Cummins diesel!! Options include power seats, cloth interior, woodgrain trim, Pioneer double din stereo, 5.9L Cummins diesel, automatic, Edge Programmer, lifted suspension, 20'' Fuel wheels, 35'' Nitto Ridge Grappler tires, steel front bumper, nerf bars, fender flares, bedliner, and towing package! 662-252-3800.Ã‚Â Call or text Bill @ 901-870-6929 or Trey @ 901-240-7874Vehicle Options4x4Air ConditioningAlarm SystemAlloy WheelsBedlinerChrome WheelsCruise ControlDieselDriver AirbagFog LightsFront Air DamFront Split Bench SeatFull Size Spare TireHeated Exterior MirrorInterval WipersKeyless EntryLimited Slip DifferentialOwners ManualPassenger AirbagPickup Truck Cargo Box LightPower LocksPower MirrorsPower SeatsPower SteeringPower WindowsRunning BoardsSecond Row Folding SeatSkid PlateSteel WheelsSteering Wheel Mounted ControlsTachometerTilt WheelTinted WindowsTow PackageTowing Preparation PackageTrip ComputerWoodgrainOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: 14HR9YD5OCID: 10284582	 4wd	 diesel	Dodge Ram 2500	18.0	161787.0	 silver	 full-size	2018-01-05  5:34pm	 clean	 automatic	 1D7KS28C46J235197	2006.0
2081	Slayden	13995	MS	2007 GMC Yukon SLT 2WD	https://northmiss.craigslist.org/ctd/d/2007-gmc-yukon-slt-2wd/6449384128.html	 good	 8 cylinders	2007 GMC Yukon SLT 2WD - $13,995Year: 2007Make:GMCModel:YukonTrim:SLT 2WDMileage:161,727Stock #:1GKFC13017J284735VIN:1GKFC13017J284735Trans:AutomaticColor:PewterVehicle Type:SUVState:MiDrive Train:2WDEngine:5.3L V8 OHV 16V FFVNotesSuper sharp 2007 GMC Yukon SLT! Options include leather seats, woodgrain trim, power seat, power windows, power door locks, second row bench seat, tilt wheel, cd player, third row removable seats, alloy wheels, running boards and towing package! Tires are in great shape. Excellent shape inside and out!Ã‚Â 662-252-3800.Ã‚Â Call or textÃ‚Â Bill @ 901-870-6929 orÃ‚Â Trey @ 901-240-7874Vehicle OptionsAir ConditioningAlarm SystemAlloy WheelsAutomatic Climate ControlAutomatic HeadlightsCDChild Safety Door LocksCruise ControlDaytime Running LightsDriver AirbagDriver Multi-Adjustable Power SeatElectrochromic Interior Rearview MirrorFront Air DamFront Split Bench SeatFull Size Spare TireHeated Exterior MirrorInterval WipersKeyless EntryLeather SeatsLeather Steering WheelLocking DifferentialLuggage RackOwners ManualPassenger AirbagPower LocksPower MirrorsPower SeatsPower SteeringPower WindowsRear WiperRunning BoardsSatellite RadioSecond Row Folding SeatSeparate Driver/Front Passenger Climate ControlsSteering Wheel Mounted ControlsTachometerTelematics SystemThird Row SeatTilt WheelTinted WindowsTire Pressure MonitorTow PackageTraction ControlVehicle Stability Control SystemVoice Activated TelephoneWoodgrainOld Gin Motor CompanyTrey2646 Hwy 72Slayden, MSMi38642662-252-3800BatchID: 14HR9YD5OCID: 10241647	 rwd	 gas	GMC Yukon	16.0	161727.0	 grey	 full-size	2018-01-05  5:34pm	 clean	 automatic	 1GKFC13017J284735	2007.0
